Ticket_ID,Match,Date,Time,Stadium,Block,Row,Seat,Gate,Parking_Zone,Ticket_Price,Category
T000883,Al Wehda vs Damac,2025-01-11,17:50,Al Nassr Club Stadium,B16,V,1,3,Zone C,786,VIP
T000884,Al Raed vs Abha,2024-11-27,17:13,Al Hilal Stadium,B37,G,56,1,Zone B,846,Family
T000885,Al Raed vs Abha,2023-01-26,17:12,Prince Abdullah Al Faisal Stadium,B50,R,58,2,Zone D,473,Regular
T000886,Al Taawon vs Al Ettifaq,2025-05-28,16:42,Jeddah Stadium,B6,Q,67,7,Zone B,56,Regular
T000887,Al Ahli vs Al Hilal,2025-05-31,17:27,Jeddah Stadium,B50,C,46,6,Zone D,448,Family
T000888,Al Ahli vs Al Hilal,2025-01-06,19:24,Al Nassr Club Stadium,B53,A,32,3,Zone E,662,Regular
T000889,Al Wehda vs Damac,2023-08-17,15:34,Al Nassr Club Stadium,B29,J,78,4,Zone D,998,VIP
T000890,Al Taawon vs Al Ettifaq,2024-12-01,16:41,Prince Abdullah Al Faisal Stadium,B2,A,71,4,Zone E,451,VIP
T000891,Al Raed vs Abha,2023-12-13,15:49,Jeddah Stadium,B88,L,3,3,Zone A,857,Regular
T000892,Al Ahli vs Al Hilal,2023-04-12,20:57,Prince Abdullah Al Faisal Stadium,B37,L,15,6,Zone C,322,Regular
T000893,Al Nassr vs Al Ittihad,2024-03-30,15:44,Al Nassr Club Stadium,B68,A,26,7,Zone A,535,Student
T000894,Al Nassr vs Al Ittihad,2024-04-21,17:05,Prince Abdullah Al Faisal Stadium,B1,W,54,1,Green,796,Student
T000895,Al Raed vs Abha,2025-04-19,20:44,Al Hilal Stadium,B3,Z,37,3,Blue,297,Student
T000896,Al Shabab vs Al Fateh,2023-06-24,19:01,Al Hilal Stadium,B76,A,26,5,Zone B,555,VIP
T000897,Al Nassr vs Al Ittihad,2025-08-31,17:59,King Fahd Stadium,B86,Z,90,2,Zone D,565,VIP
T000898,Al Taawon vs Al Ettifaq,2025-12-27,19:18,Al Hilal Stadium,B93,E,65,7,Zone D,275,Family
T000899,Al Raed vs Abha,2023-11-19,17:42,Jeddah Stadium,B5,U,54,8,Zone B,318,VIP
T000900,Al Raed vs Abha,2024-11-05,15:25,King Fahd Stadium,B86,R,56,5,Blue,65,Regular
T000901,Al Nassr vs Al Ittihad,2023-08-10,20:40,Jeddah Stadium,B41,F,82,10,Zone A,930,Family
T000902,Al Ahli vs Al Hilal,2023-01-16,16:12,Al Hilal Stadium,B9,Z,46,5,Blue,269,Regular
T000903,Al Ahli vs Al Hilal,2025-02-19,22:09,Al Hilal Stadium,B29,P,95,4,Zone C,927,Regular
T000904,Al Nassr vs Al Ittihad,2024-09-30,17:52,Prince Abdullah Al Faisal Stadium,B36,L,57,8,Zone A,991,Regular
T000905,Al Taawon vs Al Ettifaq,2023-09-09,20:40,Prince Abdullah Al Faisal Stadium,B3,X,18,9,Zone B,247,Family
T000906,Al Nassr vs Al Ittihad,2023-10-06,16:30,Al Nassr Club Stadium,B30,W,90,8,Green,705,Regular
T000907,Al Shabab vs Al Fateh,2025-07-06,20:16,Al Nassr Club Stadium,B81,S,31,10,Blue,817,Student
T000908,Al Ahli vs Al Hilal,2024-12-06,19:49,King Fahd Stadium,B83,V,47,4,Zone E,473,Family
T000909,Al Wehda vs Damac,2025-12-08,19:41,King Fahd Stadium,B22,M,96,10,Pink,757,Regular
T000910,Al Nassr vs Al Ittihad,2024-10-28,22:58,King Fahd Stadium,B62,T,64,4,Zone B,502,Family
T000911,Al Taawon vs Al Ettifaq,2024-09-10,16:35,Jeddah Stadium,B25,L,30,9,Zone D,872,VIP
T000912,Al Wehda vs Damac,2024-07-11,22:19,Al Nassr Club Stadium,B62,V,1,5,Zone D,831,Family
T000913,Al Raed vs Abha,2024-10-15,19:14,Al Hilal Stadium,B58,X,50,5,Zone A,378,Family
T000914,Al Wehda vs Damac,2023-12-21,21:32,King Fahd Stadium,B95,X,47,1,Zone B,234,VIP
T000915,Al Nassr vs Al Ittihad,2023-12-03,18:54,Jeddah Stadium,B55,C,80,3,Zone C,410,Family
T000916,Al Taawon vs Al Ettifaq,2025-04-04,21:48,Al Nassr Club Stadium,B68,D,82,8,Zone E,992,Student
T000917,Al Raed vs Abha,2025-04-22,20:30,King Fahd Stadium,B12,Q,18,2,Pink,748,Regular
T000918,Al Nassr vs Al Ittihad,2023-01-28,18:45,Jeddah Stadium,B57,E,21,9,Zone D,76,Family
T000919,Al Ahli vs Al Hilal,2025-09-14,19:51,Al Nassr Club Stadium,B69,O,63,7,Zone E,393,Student
T000920,Al Ahli vs Al Hilal,2024-11-01,15:54,Al Hilal Stadium,B81,F,46,6,Zone E,781,Family
T000921,Al Shabab vs Al Fateh,2024-01-11,15:36,King Fahd Stadium,B70,G,68,4,Zone B,911,Regular
T000922,Al Taawon vs Al Ettifaq,2025-11-21,16:53,King Fahd Stadium,B41,H,69,10,Zone E,838,Family
T000923,Al Nassr vs Al Ittihad,2023-01-27,15:13,Prince Abdullah Al Faisal Stadium,B64,T,84,7,Green,447,Student
T000924,Al Shabab vs Al Fateh,2024-08-26,16:35,Al Hilal Stadium,B73,C,48,8,Green,626,Family
T000925,Al Shabab vs Al Fateh,2024-11-09,16:43,Al Nassr Club Stadium,B14,F,62,6,Zone D,957,Family
T000926,Al Ahli vs Al Hilal,2024-04-01,19:42,Prince Abdullah Al Faisal Stadium,B27,G,64,9,Zone A,806,Student
T000927,Al Taawon vs Al Ettifaq,2023-11-16,16:34,Al Hilal Stadium,B75,S,75,9,Blue,337,Family
T000928,Al Wehda vs Damac,2024-06-29,22:46,Al Nassr Club Stadium,B83,F,52,10,Green,863,VIP
T000929,Al Raed vs Abha,2025-03-22,20:18,Jeddah Stadium,B70,N,88,9,Zone B,902,Family
T000930,Al Taawon vs Al Ettifaq,2024-07-21,18:57,Prince Abdullah Al Faisal Stadium,B88,R,78,6,Zone E,913,Regular
T000931,Al Taawon vs Al Ettifaq,2025-05-22,15:30,King Fahd Stadium,B72,N,93,5,Pink,691,Family
T000932,Al Taawon vs Al Ettifaq,2023-04-18,21:39,Jeddah Stadium,B76,T,43,8,Zone B,96,Regular
T000933,Al Wehda vs Damac,2023-06-09,15:32,King Fahd Stadium,B33,G,43,2,Zone D,57,Family
T000934,Al Raed vs Abha,2025-02-17,18:25,Al Hilal Stadium,B60,Z,88,4,Zone A,261,VIP
T000935,Al Wehda vs Damac,2024-04-28,22:57,Al Nassr Club Stadium,B61,S,3,4,Blue,569,VIP
T000936,Al Shabab vs Al Fateh,2024-04-25,17:52,Al Hilal Stadium,B85,R,41,7,Pink,347,Family
T000937,Al Shabab vs Al Fateh,2025-10-22,17:03,Al Nassr Club Stadium,B94,D,98,10,Zone E,436,VIP
T000938,Al Wehda vs Damac,2023-09-23,15:22,Prince Abdullah Al Faisal Stadium,B79,D,50,10,Zone C,154,Regular
T000939,Al Wehda vs Damac,2025-01-22,18:38,King Fahd Stadium,B27,G,84,6,Zone A,811,Student
T000940,Al Shabab vs Al Fateh,2025-04-02,22:29,Jeddah Stadium,B86,T,10,1,Zone B,676,Regular
T000941,Al Raed vs Abha,2025-05-29,22:23,King Fahd Stadium,B8,H,12,4,Zone D,700,Student
T000942,Al Taawon vs Al Ettifaq,2025-12-07,22:19,Prince Abdullah Al Faisal Stadium,B84,U,21,3,Zone D,400,Student
T000943,Al Shabab vs Al Fateh,2024-12-25,17:16,Prince Abdullah Al Faisal Stadium,B17,P,24,10,Zone B,594,Student
T000944,Al Raed vs Abha,2024-11-05,16:02,Prince Abdullah Al Faisal Stadium,B92,J,17,1,Zone E,342,Family
T000945,Al Taawon vs Al Ettifaq,2023-08-24,15:45,Jeddah Stadium,B40,U,91,8,Zone D,228,VIP
T000946,Al Raed vs Abha,2025-11-22,17:17,Jeddah Stadium,B33,E,68,3,Zone B,358,Regular
T000947,Al Wehda vs Damac,2024-07-15,16:35,King Fahd Stadium,B48,W,69,1,Zone D,462,Regular
T000948,Al Wehda vs Damac,2023-12-15,22:54,King Fahd Stadium,B77,T,79,6,Zone B,134,Family
T000949,Al Raed vs Abha,2025-06-16,16:45,Al Hilal Stadium,B55,N,22,1,Zone E,123,Student
T000950,Al Taawon vs Al Ettifaq,2025-01-28,15:11,King Fahd Stadium,B35,S,69,4,Zone E,652,Family
T000951,Al Taawon vs Al Ettifaq,2023-04-10,17:32,Al Nassr Club Stadium,B50,L,86,1,Zone A,424,Student
T000952,Al Nassr vs Al Ittihad,2025-04-21,19:09,Al Hilal Stadium,B89,M,29,3,Zone C,980,Student
T000953,Al Shabab vs Al Fateh,2024-05-06,15:50,King Fahd Stadium,B62,P,34,9,Zone E,124,Regular
T000954,Al Ahli vs Al Hilal,2025-07-10,22:14,Al Hilal Stadium,B81,O,55,6,Blue,453,Regular
T000955,Al Taawon vs Al Ettifaq,2023-03-12,17:36,Jeddah Stadium,B88,S,49,3,Zone C,191,Regular
T000956,Al Taawon vs Al Ettifaq,2023-10-05,15:38,Prince Abdullah Al Faisal Stadium,B74,U,17,10,Zone D,649,Student
T000957,Al Wehda vs Damac,2023-08-24,15:38,Al Hilal Stadium,B16,S,18,10,Zone D,825,Family
T000958,Al Nassr vs Al Ittihad,2025-07-01,18:14,King Fahd Stadium,B19,S,32,5,Green,746,Regular
T000959,Al Raed vs Abha,2023-12-26,19:53,Prince Abdullah Al Faisal Stadium,B85,V,98,5,Pink,444,Family
T000960,Al Shabab vs Al Fateh,2023-01-18,20:57,Jeddah Stadium,B7,U,95,10,Zone E,975,Regular
T000961,Al Wehda vs Damac,2023-07-23,21:45,Al Nassr Club Stadium,B82,O,7,6,Zone D,400,Family
T000962,Al Raed vs Abha,2024-04-22,20:42,Al Nassr Club Stadium,B52,H,70,2,Zone C,811,Family
T000963,Al Ahli vs Al Hilal,2023-08-13,15:53,Al Nassr Club Stadium,B14,J,86,6,Zone A,682,Student
T000964,Al Shabab vs Al Fateh,2023-11-09,19:53,Prince Abdullah Al Faisal Stadium,B56,G,56,10,Blue,399,Family
T000965,Al Taawon vs Al Ettifaq,2023-12-21,18:01,King Fahd Stadium,B72,N,1,10,Zone E,125,Family
T000966,Al Taawon vs Al Ettifaq,2025-10-30,19:53,King Fahd Stadium,B96,I,12,8,Zone E,188,Regular
T000967,Al Wehda vs Damac,2023-07-29,15:37,Prince Abdullah Al Faisal Stadium,B77,Z,77,5,Zone A,428,Regular
T000968,Al Raed vs Abha,2025-09-14,22:05,King Fahd Stadium,B44,S,6,6,Zone C,427,Family
T000969,Al Shabab vs Al Fateh,2025-12-18,19:51,Al Hilal Stadium,B76,F,16,3,Pink,978,VIP
T000970,Al Wehda vs Damac,2025-08-14,18:06,Prince Abdullah Al Faisal Stadium,B96,I,88,4,Zone E,440,VIP
T000971,Al Shabab vs Al Fateh,2023-09-11,22:59,Jeddah Stadium,B88,I,97,4,Blue,589,Student
T000972,Al Raed vs Abha,2025-08-18,21:22,Jeddah Stadium,B21,V,10,10,Zone A,650,Regular
T000973,Al Wehda vs Damac,2025-03-06,18:26,Prince Abdullah Al Faisal Stadium,B36,N,30,7,Zone E,270,Family
T000974,Al Ahli vs Al Hilal,2024-08-26,20:36,Jeddah Stadium,B12,F,8,7,Green,52,VIP
T000975,Al Taawon vs Al Ettifaq,2023-09-28,19:13,Al Nassr Club Stadium,B13,W,33,8,Blue,731,Student
T000976,Al Shabab vs Al Fateh,2024-12-11,21:54,Al Nassr Club Stadium,B67,G,99,4,Zone C,951,VIP
T000977,Al Shabab vs Al Fateh,2024-01-10,21:13,Jeddah Stadium,B49,O,45,5,Zone C,261,VIP
T000978,Al Shabab vs Al Fateh,2023-12-04,20:59,Jeddah Stadium,B89,V,22,3,Zone D,62,Regular
T000979,Al Ahli vs Al Hilal,2024-05-03,19:53,King Fahd Stadium,B97,R,74,3,Zone C,486,Regular
T000980,Al Nassr vs Al Ittihad,2025-09-20,18:34,Jeddah Stadium,B27,Q,65,3,Zone E,826,Regular
T000981,Al Taawon vs Al Ettifaq,2025-04-10,19:18,King Fahd Stadium,B81,L,66,6,Zone B,920,Regular
T000982,Al Ahli vs Al Hilal,2023-04-12,15:57,Al Nassr Club Stadium,B12,G,66,5,Blue,397,VIP
T000983,Al Wehda vs Damac,2025-01-28,20:32,Al Hilal Stadium,B30,V,68,2,Zone A,856,VIP
T000984,Al Nassr vs Al Ittihad,2025-04-19,22:01,Al Nassr Club Stadium,B58,F,45,8,Blue,706,VIP
T000985,Al Nassr vs Al Ittihad,2023-02-26,15:56,Jeddah Stadium,B81,Q,16,7,Zone A,928,Student
T000986,Al Shabab vs Al Fateh,2024-11-10,19:05,Jeddah Stadium,B85,D,76,2,Blue,626,Family
T000987,Al Ahli vs Al Hilal,2024-05-11,18:25,Al Hilal Stadium,B55,V,87,3,Zone A,459,Student
T000988,Al Nassr vs Al Ittihad,2023-05-13,16:07,King Fahd Stadium,B63,D,73,3,Blue,79,Student
T000989,Al Raed vs Abha,2024-03-17,21:56,Jeddah Stadium,B13,L,6,10,Zone D,769,Regular
T000990,Al Wehda vs Damac,2024-11-30,22:21,Prince Abdullah Al Faisal Stadium,B7,L,46,9,Zone C,679,Regular
T000991,Al Raed vs Abha,2025-04-07,18:12,Al Hilal Stadium,B44,W,79,3,Zone A,195,VIP
T000992,Al Taawon vs Al Ettifaq,2024-01-11,22:47,King Fahd Stadium,B42,X,79,5,Green,883,Student
T000993,Al Nassr vs Al Ittihad,2024-07-27,18:44,Prince Abdullah Al Faisal Stadium,B42,U,24,3,Zone D,675,VIP
T000994,Al Wehda vs Damac,2025-03-26,21:22,Al Nassr Club Stadium,B96,H,60,1,Blue,562,VIP
T000995,Al Raed vs Abha,2023-07-24,20:43,Jeddah Stadium,B49,X,43,6,Blue,712,Family
T000996,Al Raed vs Abha,2025-05-05,21:33,Jeddah Stadium,B23,I,34,9,Zone B,81,Student
T000997,Al Shabab vs Al Fateh,2023-03-31,18:25,Prince Abdullah Al Faisal Stadium,B4,R,19,8,Pink,215,Family
T000998,Al Shabab vs Al Fateh,2025-06-17,18:55,Al Nassr Club Stadium,B33,I,90,9,Zone A,927,VIP
T000999,Al Taawon vs Al Ettifaq,2023-12-13,17:08,Al Hilal Stadium,B9,O,77,4,Zone B,767,Family
T001000,Al Nassr vs Al Ittihad,2025-12-15,18:59,King Fahd Stadium,B37,H,20,1,Zone E,760,Student
T001001,Al Taawon vs Al Ettifaq,2023-08-10,19:52,Al Nassr Club Stadium,B20,G,41,4,Green,848,VIP
T001002,Al Wehda vs Damac,2024-10-28,17:34,Prince Abdullah Al Faisal Stadium,B8,T,51,7,Green,677,Regular
T001003,Al Raed vs Abha,2024-07-10,16:31,King Fahd Stadium,B87,O,33,7,Green,577,Family
T001004,Al Wehda vs Damac,2023-07-14,18:50,Prince Abdullah Al Faisal Stadium,B66,W,29,1,Zone B,426,Student
T001005,Al Nassr vs Al Ittihad,2023-12-15,17:19,King Fahd Stadium,B92,H,34,2,Green,643,Family
T001006,Al Ahli vs Al Hilal,2025-10-18,19:56,King Fahd Stadium,B85,M,63,6,Zone C,724,Family
T001007,Al Wehda vs Damac,2023-03-18,20:13,Al Nassr Club Stadium,B77,G,44,10,Zone A,715,Family
T001008,Al Shabab vs Al Fateh,2024-10-16,20:35,King Fahd Stadium,B36,Q,37,7,Green,175,VIP
T001009,Al Raed vs Abha,2024-10-12,20:19,Al Hilal Stadium,B47,Z,15,6,Zone A,573,Family
T001010,Al Taawon vs Al Ettifaq,2024-09-23,22:18,King Fahd Stadium,B74,I,16,10,Zone B,80,Regular
T001011,Al Ahli vs Al Hilal,2023-07-06,20:25,Al Nassr Club Stadium,B90,Y,71,1,Zone A,633,Regular
T001012,Al Raed vs Abha,2025-06-19,21:26,Al Nassr Club Stadium,B11,M,89,1,Pink,58,Regular
T001013,Al Shabab vs Al Fateh,2023-05-12,15:37,Prince Abdullah Al Faisal Stadium,B28,F,25,8,Pink,422,Student
T001014,Al Taawon vs Al Ettifaq,2023-03-13,19:22,Prince Abdullah Al Faisal Stadium,B30,D,13,7,Zone D,933,Family
T001015,Al Taawon vs Al Ettifaq,2024-02-18,16:31,Jeddah Stadium,B15,O,100,7,Pink,130,Regular
T001016,Al Ahli vs Al Hilal,2025-09-27,18:26,Jeddah Stadium,B6,W,63,4,Pink,995,Family
T001017,Al Wehda vs Damac,2025-08-25,16:08,Al Nassr Club Stadium,B33,W,84,5,Zone E,63,Family
T001018,Al Nassr vs Al Ittihad,2024-02-01,19:17,King Fahd Stadium,B57,N,64,6,Pink,70,VIP
T001019,Al Nassr vs Al Ittihad,2025-08-20,21:30,Al Nassr Club Stadium,B8,B,63,5,Zone D,152,Family
T001020,Al Nassr vs Al Ittihad,2024-05-19,16:24,Prince Abdullah Al Faisal Stadium,B74,F,19,2,Blue,774,Family
T001021,Al Nassr vs Al Ittihad,2024-08-11,17:17,Prince Abdullah Al Faisal Stadium,B5,U,23,10,Blue,889,Student
T001022,Al Ahli vs Al Hilal,2025-01-08,21:46,King Fahd Stadium,B5,R,12,4,Blue,959,Student
T001023,Al Ahli vs Al Hilal,2023-07-13,15:38,Jeddah Stadium,B54,I,1,6,Pink,980,Student
T001024,Al Shabab vs Al Fateh,2023-08-29,20:26,Prince Abdullah Al Faisal Stadium,B37,R,67,9,Zone E,156,VIP
T001025,Al Shabab vs Al Fateh,2023-01-30,18:42,Al Hilal Stadium,B6,Q,79,4,Zone C,600,Family
T001026,Al Ahli vs Al Hilal,2024-10-16,18:14,Prince Abdullah Al Faisal Stadium,B58,L,11,2,Zone B,620,Family
T001027,Al Shabab vs Al Fateh,2023-06-07,16:06,King Fahd Stadium,B88,S,22,2,Zone A,987,Student
T001028,Al Shabab vs Al Fateh,2023-09-14,20:08,King Fahd Stadium,B48,K,98,10,Green,786,VIP
T001029,Al Ahli vs Al Hilal,2023-01-22,16:22,Jeddah Stadium,B33,K,92,2,Zone A,938,VIP
T001030,Al Nassr vs Al Ittihad,2025-06-05,18:17,Prince Abdullah Al Faisal Stadium,B83,D,85,4,Zone E,731,Student
T001031,Al Raed vs Abha,2024-12-02,22:44,Al Nassr Club Stadium,B89,J,59,8,Blue,293,VIP
T001032,Al Shabab vs Al Fateh,2023-09-24,18:51,Jeddah Stadium,B80,L,49,1,Zone C,304,Regular
T001033,Al Ahli vs Al Hilal,2025-02-22,17:33,Jeddah Stadium,B69,A,20,2,Zone A,834,Regular
T001034,Al Shabab vs Al Fateh,2023-04-19,16:41,Jeddah Stadium,B63,E,18,10,Zone E,809,VIP
T001035,Al Nassr vs Al Ittihad,2023-02-07,22:03,Al Hilal Stadium,B97,B,91,3,Pink,935,Regular
T001036,Al Shabab vs Al Fateh,2023-12-19,15:28,Prince Abdullah Al Faisal Stadium,B28,V,96,5,Zone E,420,Family
T001037,Al Taawon vs Al Ettifaq,2024-11-16,21:26,Al Nassr Club Stadium,B96,A,34,7,Zone C,315,Regular
T001038,Al Wehda vs Damac,2024-07-31,22:31,Al Nassr Club Stadium,B69,T,55,5,Blue,900,Student
T001039,Al Nassr vs Al Ittihad,2024-10-02,21:53,King Fahd Stadium,B64,B,80,8,Zone B,929,Student
T001040,Al Nassr vs Al Ittihad,2024-01-09,21:33,King Fahd Stadium,B30,Z,53,8,Zone C,869,VIP
T001041,Al Shabab vs Al Fateh,2024-05-30,20:18,Al Nassr Club Stadium,B30,Y,4,4,Blue,797,Student
T001042,Al Wehda vs Damac,2023-07-30,21:42,Al Nassr Club Stadium,B16,R,99,10,Zone A,117,Student
T001043,Al Nassr vs Al Ittihad,2024-10-01,19:36,Prince Abdullah Al Faisal Stadium,B10,E,76,1,Zone D,505,Family
T001044,Al Wehda vs Damac,2025-08-24,18:25,Prince Abdullah Al Faisal Stadium,B23,S,74,9,Pink,905,Student
T001045,Al Shabab vs Al Fateh,2025-09-15,21:05,Al Nassr Club Stadium,B3,J,57,3,Zone A,866,Student
T001046,Al Nassr vs Al Ittihad,2024-11-08,15:07,Prince Abdullah Al Faisal Stadium,B9,K,42,10,Zone D,991,Family
T001047,Al Nassr vs Al Ittihad,2025-07-28,19:49,Jeddah Stadium,B71,Z,69,6,Zone A,911,Regular
T001048,Al Nassr vs Al Ittihad,2025-08-06,20:57,Al Hilal Stadium,B77,A,41,2,Zone B,250,Family
T001049,Al Taawon vs Al Ettifaq,2023-03-23,16:04,Al Hilal Stadium,B96,C,65,4,Zone B,369,Regular
T001050,Al Taawon vs Al Ettifaq,2025-11-10,21:54,Al Hilal Stadium,B97,O,11,7,Zone D,731,Regular
T001051,Al Nassr vs Al Ittihad,2024-02-04,22:48,Jeddah Stadium,B83,J,80,8,Zone C,934,Student
T001052,Al Raed vs Abha,2024-02-07,18:02,Jeddah Stadium,B37,L,59,8,Blue,203,Family
T001053,Al Raed vs Abha,2023-11-22,15:17,King Fahd Stadium,B56,L,64,5,Green,681,Family
T001054,Al Taawon vs Al Ettifaq,2023-10-25,21:16,Al Hilal Stadium,B28,V,23,8,Zone E,240,Regular
T001055,Al Raed vs Abha,2024-09-18,19:08,Al Hilal Stadium,B5,F,90,6,Green,769,Family
T001056,Al Shabab vs Al Fateh,2025-07-19,20:25,Prince Abdullah Al Faisal Stadium,B34,G,92,7,Green,243,Student
T001057,Al Nassr vs Al Ittihad,2023-11-06,15:57,King Fahd Stadium,B58,N,16,1,Blue,632,VIP
T001058,Al Taawon vs Al Ettifaq,2023-08-14,18:17,Al Hilal Stadium,B54,K,99,3,Zone C,70,Family
T001059,Al Wehda vs Damac,2025-06-24,16:39,Al Nassr Club Stadium,B59,P,9,3,Zone B,976,Student
T001060,Al Raed vs Abha,2023-05-25,19:18,Jeddah Stadium,B52,I,77,2,Pink,511,VIP
T001061,Al Ahli vs Al Hilal,2023-08-08,15:28,Prince Abdullah Al Faisal Stadium,B71,J,73,2,Green,868,Student
T001062,Al Ahli vs Al Hilal,2024-07-17,19:48,Prince Abdullah Al Faisal Stadium,B3,N,9,8,Green,242,Student
T001063,Al Taawon vs Al Ettifaq,2025-02-20,20:47,Al Hilal Stadium,B69,B,21,1,Zone C,259,VIP
T001064,Al Nassr vs Al Ittihad,2025-08-16,22:57,Prince Abdullah Al Faisal Stadium,B18,V,46,3,Zone D,782,Student
T001065,Al Raed vs Abha,2023-07-10,22:41,Al Hilal Stadium,B88,F,58,2,Blue,405,Regular
T001066,Al Nassr vs Al Ittihad,2023-06-03,17:21,Al Nassr Club Stadium,B87,C,63,5,Zone A,79,Family
T001067,Al Shabab vs Al Fateh,2024-03-31,15:08,Al Hilal Stadium,B99,X,5,2,Pink,645,Regular
T001068,Al Taawon vs Al Ettifaq,2024-03-23,22:45,Jeddah Stadium,B14,I,92,5,Zone A,137,Family
T001069,Al Nassr vs Al Ittihad,2025-06-16,21:44,Jeddah Stadium,B85,R,17,3,Zone B,605,Regular
T001070,Al Taawon vs Al Ettifaq,2024-02-21,19:21,Jeddah Stadium,B42,H,51,6,Zone C,787,VIP
T001071,Al Taawon vs Al Ettifaq,2025-03-06,21:01,Prince Abdullah Al Faisal Stadium,B74,A,12,3,Blue,845,Family
T001072,Al Nassr vs Al Ittihad,2023-01-09,17:50,Al Nassr Club Stadium,B63,W,59,10,Pink,952,VIP
T001073,Al Taawon vs Al Ettifaq,2024-02-11,16:05,Al Hilal Stadium,B88,Z,54,3,Zone B,292,VIP
T001074,Al Nassr vs Al Ittihad,2025-11-27,16:49,Al Nassr Club Stadium,B39,L,92,10,Blue,968,VIP
T001075,Al Nassr vs Al Ittihad,2023-05-23,20:42,Prince Abdullah Al Faisal Stadium,B72,A,31,6,Pink,315,Regular
T001076,Al Shabab vs Al Fateh,2024-10-14,15:28,Al Nassr Club Stadium,B51,B,20,7,Zone E,269,VIP
T001077,Al Nassr vs Al Ittihad,2024-09-13,21:17,Jeddah Stadium,B53,Q,91,5,Zone D,985,Regular
T001078,Al Ahli vs Al Hilal,2025-02-17,19:03,Al Nassr Club Stadium,B47,O,36,5,Blue,513,Family
T001079,Al Nassr vs Al Ittihad,2025-01-20,22:42,Jeddah Stadium,B65,R,68,2,Green,168,Student
T001080,Al Taawon vs Al Ettifaq,2023-03-15,20:02,Jeddah Stadium,B42,K,83,4,Pink,321,VIP
T001081,Al Nassr vs Al Ittihad,2023-10-30,15:58,Jeddah Stadium,B12,E,93,4,Blue,396,Student
T001082,Al Ahli vs Al Hilal,2024-09-07,16:20,King Fahd Stadium,B41,W,30,4,Zone D,792,VIP
T001083,Al Shabab vs Al Fateh,2023-08-26,22:52,King Fahd Stadium,B38,L,1,2,Green,947,Student
T001084,Al Shabab vs Al Fateh,2025-07-01,20:06,Al Hilal Stadium,B14,I,88,1,Pink,594,Student
T001085,Al Taawon vs Al Ettifaq,2025-03-29,21:37,Al Hilal Stadium,B28,K,46,4,Green,907,VIP
T001086,Al Nassr vs Al Ittihad,2025-07-23,16:03,Prince Abdullah Al Faisal Stadium,B88,L,42,1,Green,947,Student
T001087,Al Taawon vs Al Ettifaq,2025-11-18,20:11,Prince Abdullah Al Faisal Stadium,B34,X,70,8,Zone B,528,VIP
T001088,Al Wehda vs Damac,2025-03-13,15:04,King Fahd Stadium,B99,T,24,7,Zone E,920,Family
T001089,Al Taawon vs Al Ettifaq,2025-09-16,22:40,Al Nassr Club Stadium,B21,N,45,9,Zone E,384,VIP
T001090,Al Raed vs Abha,2024-06-10,21:57,Prince Abdullah Al Faisal Stadium,B98,Y,48,1,Zone A,820,Regular
T001091,Al Shabab vs Al Fateh,2023-04-01,21:36,Al Hilal Stadium,B63,L,44,3,Zone E,378,Student
T001092,Al Shabab vs Al Fateh,2024-11-03,16:48,Al Nassr Club Stadium,B97,R,18,9,Blue,208,Family
T001093,Al Shabab vs Al Fateh,2025-05-05,16:36,Prince Abdullah Al Faisal Stadium,B92,Q,1,8,Zone C,764,VIP
T001094,Al Wehda vs Damac,2025-06-06,20:01,Al Nassr Club Stadium,B76,L,69,9,Zone E,355,Student
T001095,Al Wehda vs Damac,2025-01-28,22:08,Jeddah Stadium,B45,B,51,9,Pink,627,VIP
T001096,Al Raed vs Abha,2025-02-16,19:55,Prince Abdullah Al Faisal Stadium,B14,D,88,7,Pink,571,VIP
T001097,Al Taawon vs Al Ettifaq,2023-10-17,18:10,King Fahd Stadium,B12,R,46,8,Zone C,178,Regular
T001098,Al Raed vs Abha,2025-07-19,15:45,King Fahd Stadium,B86,O,79,9,Blue,237,VIP
T001099,Al Nassr vs Al Ittihad,2025-04-05,21:48,Al Hilal Stadium,B55,W,74,4,Zone E,953,VIP
T001100,Al Taawon vs Al Ettifaq,2023-02-18,15:12,Jeddah Stadium,B51,V,42,5,Zone A,566,Regular
T001101,Al Wehda vs Damac,2025-07-21,21:19,King Fahd Stadium,B64,K,97,5,Green,687,Student
T001102,Al Nassr vs Al Ittihad,2024-01-14,19:08,Jeddah Stadium,B45,B,64,2,Zone A,218,VIP
T001103,Al Shabab vs Al Fateh,2023-01-28,15:55,Prince Abdullah Al Faisal Stadium,B94,E,64,4,Blue,59,Regular
T001104,Al Nassr vs Al Ittihad,2025-01-29,19:42,Prince Abdullah Al Faisal Stadium,B59,O,7,3,Green,463,Family
T001105,Al Raed vs Abha,2024-01-09,18:37,Prince Abdullah Al Faisal Stadium,B7,P,41,10,Zone B,999,VIP
T001106,Al Ahli vs Al Hilal,2023-11-16,15:25,Prince Abdullah Al Faisal Stadium,B35,A,65,8,Zone C,568,Student
T001107,Al Ahli vs Al Hilal,2023-12-03,17:00,Prince Abdullah Al Faisal Stadium,B54,Z,62,2,Zone C,903,Family
T001108,Al Ahli vs Al Hilal,2025-04-01,20:43,King Fahd Stadium,B31,K,54,10,Zone E,968,Family
T001109,Al Raed vs Abha,2025-07-18,16:55,Jeddah Stadium,B51,W,96,8,Pink,888,Regular
